"Gene"	"p.value.adj"	"Difference in pediatric vs adult fraction"	"Fraction of adult lines dependent"	"Fraction of pediatric lines dependent"
"RNF114 (55905)"	"1"	-0.00174520069808028	0.00174520069808028	0
"PTDSS2 (81490)"	"1"	-0.00174520069808028	0.00174520069808028	0
"RPP25 (54913)"	"1"	-0.00174520069808028	0.00174520069808028	0
"DOK4 (55715)"	"1"	-0.00174520069808028	0.00174520069808028	0
"HDAC2 (3066)"	"3.62527566038324e-08"	0.139240506329114	0	0.134146341463415
"TRIM8 (81603)"	"2.37217045135181e-07"	0.121951219512195	0	0.121951219512195
"PDK1 (5163)"	"0.00018281596991262"	0.0731707317073171	0	0.0731707317073171
"SOX8 (30812)"	"0.00099615556903856"	0.0609756097560976	0	0.0609756097560976
"PHOX2B (8929)"	"0.00099615556903856"	0.0609756097560976	0	0.0609756097560976
"MYOG (4656)"	"0.00504065723493778"	0.0487804878048781	0	0.0487804878048781
"ABCA5 (23461)"	"0.132417307049783"	0.024390243902439	0	0.024390243902439
"EHBP1 (23301)"	"0.132417307049783"	0.024390243902439	0	0.024390243902439
"MEIS2 (4212)"	"0.132417307049783"	0.024390243902439	0	0.024390243902439
"PAX7 (5081)"	"0.132417307049783"	0.024390243902439	0	0.024390243902439
"PBX1 (5087)"	"0.132417307049783"	0.024390243902439	0	0.024390243902439
"ZXDB (158586)"	"0.454023654916512"	0.0123456790123457	0	0.0121951219512195
"MAGEC1 (9947)"	"0.454023654916512"	0.0123456790123457	0	0.0121951219512195
"TEX13B (56156)"	"0.454023654916512"	0.0123456790123457	0	0.0121951219512195
"CCDC82 (79780)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"FGF8 (2253)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"RIMS3 (9783)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"LGALS12 (85329)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"ACVR2B (93)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"PLA2G1B (5319)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"LRRC10 (376132)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"C8orf37 (157657)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"OXCT2 (64064)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"CADPS2 (93664)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"PPP1R3A (5506)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"GDF3 (9573)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"DCLK2 (166614)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"DOCK9 (23348)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"FNDC4 (64838)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"HSBP1L1 (440498)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"RAB3IP (117177)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"REP15 (387849)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"KLK14 (43847)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
"FAM49A (81553)"	"0.442063875669245"	0.0121951219512195	0	0.0121951219512195
